KO	pathway
K13761	ko00230
K13762	ko00230
K13763	ko00230
K13811	ko00230
K13987	ko00230
K13988	ko00230
K14048	ko00230
K14641	ko00230
K14642	ko00230
K14977	ko00230
K15518	ko00230
K15519	ko00230
K15778	ko00230
K15779	ko00230
K15780	ko00230
K16838	ko00230
K16839	ko00230
K16840	ko00230
K16841	ko00230
K16842	ko00230
K16855	ko00230
K16856	ko00230
K18151	ko00230
K18283	ko00230
K18424	ko00230
K18436	ko00230
K18437	ko00230
K18438	ko00230
K18445	ko00230
K18447	ko00230
K18453	ko00230
K18532	ko00230
K18533	ko00230
K18550	ko00230
K18931	ko00230
K19021	ko00230
K19572	ko00230
K19710	ko00230
K19836	ko00230
K19964	ko00230
K19970	ko00230
K20881	ko00230
K21053	ko00230
K21138	ko00230
K21636	ko00230
K22026	ko00230
K22199	ko00230
K22600	ko00230
K22601	ko00230
K22602	ko00230
K22879	ko00230
K22944	ko00230
K23264	ko00230
K23265	ko00230
K23269	ko00230
K23270	ko00230
K24670	ko00230
K24871	ko00230
K24972	ko00230
K25500	ko00230
K25589	ko00230
K25641	ko00230
K26110	ko00230
K26211	ko00230
K26212	ko00230
K26955	ko00230
K26956	ko00230
K27625	ko00230
K28089	ko00230
K28794	ko00230
K28795	ko00230
K28932	ko00230
K28933	ko00230
K00106	ko00232
K00365	ko00232
K00492	ko00232
K00622	ko00232
K07409	ko00232
K12729	ko00232
K12730	ko00232
K12731	ko00232
K16838	ko00232
K17683	ko00232
K21673	ko00232
K21674	ko00232
K21675	ko00232
K21722	ko00232
K21723	ko00232
K21724	ko00232
K00207	ko00240
K00226	ko00240
K00254	ko00240
K00524	ko00240
K00525	ko00240
K00526	ko00240
K00527	ko00240
K00560	ko00240
K00608	ko00240
K00609	ko00240
K00610	ko00240
K00756	ko00240
K00757	ko00240
K00758	ko00240
K00761	ko00240
K00762	ko00240
K00857	ko00240
K00876	ko00240
K00893	ko00240
K00940	ko00240
K00943	ko00240
K00945	ko00240
K01081	ko00240
K01119	ko00240
K01240	ko00240
K01250	ko00240
K01431	ko00240
K01464	ko00240
K01465	ko00240
K01485	ko00240
K01489	ko00240
K01493	ko00240
K01494	ko00240
K01510	ko00240
K01511	ko00240
K01513	ko00240
K01518	ko00240
K01520	ko00240
K01591	ko00240
K01937	ko00240
K01954	ko00240
K01955	ko00240
K01956	ko00240
K02566	ko00240
K02823	ko00240
K02825	ko00240
K03365	ko00240
K03465	ko00240
K03787	ko00240
K04765	ko00240
K05961	ko00240
K06016	ko00240
K06287	ko00240
K06952	ko00240
K06966	ko00240
K07023	ko00240
K07043	ko00240
K08320	ko00240
K08693	ko00240
K08722	ko00240
K08723	ko00240
K09018	ko00240
K09019	ko00240
K09020	ko00240
K09021	ko00240
K09023	ko00240
K09024	ko00240
K09769	ko00240
K09887	ko00240
K09903	ko00240
K09913	ko00240
K10213	ko00240
K10807	ko00240
K10808	ko00240
K11540	ko00240
K11541	ko00240
K11751	ko00240
K12304	ko00240
K12305	ko00240
K12700	ko00240
K13421	ko00240
K13799	ko00240
K13800	ko00240
K13809	ko00240
K13998	ko00240
K14641	ko00240
K14642	ko00240
K15519	ko00240
K16066	ko00240
K16328	ko00240
K16329	ko00240
K16330	ko00240
K16904	ko00240
K17722	ko00240
K17723	ko00240
K17828	ko00240
K18533	ko00240
K18931	ko00240
K19794	ko00240
K19795	ko00240
K19796	ko00240
K19797	ko00240
K19970	ko00240
K21057	ko00240
K21636	ko00240
K22026	ko00240
K24242	ko00240
K24670	ko00240
K25434	ko00240
K25435	ko00240
K25589	ko00240
K26955	ko00240
K27603	ko00240
K27604	ko00240
K28865	ko00240
K00135	ko00250
K00139	ko00250
K00259	ko00250
K00260	ko00250
K00261	ko00250
K00262	ko00250
K00264	ko00250
K00265	ko00250
K00266	ko00250
K00272	ko00250
K00278	ko00250
K00294	ko00250
K00608	ko00250
K00609	ko00250
K00610	ko00250
K00764	ko00250
K00811	ko00250
K00812	ko00250
K00813	ko00250
K00814	ko00250
K00820	ko00250
K00823	ko00250
K00827	ko00250
K00830	ko00250
K01424	ko00250
K01425	ko00250
K01437	ko00250
K01580	ko00250
K01744	ko00250
K01755	ko00250
K01756	ko00250
K01779	ko00250
K01914	ko00250
K01915	ko00250
K01939	ko00250
K01940	ko00250
K01948	ko00250
K01953	ko00250
K01954	ko00250
K01955	ko00250
K01956	ko00250
K03334	ko00250
K05597	ko00250
K07250	ko00250
K08324	ko00250
K08590	ko00250
K09758	ko00250
K11358	ko00250
K11540	ko00250
K11541	ko00250
K13051	ko00250
K13524	ko00250
K13566	ko00250
K13821	ko00250
K14260	ko00250
K14268	ko00250
K14272	ko00250
K14454	ko00250
K14455	ko00250
K14592	ko00250
K14681	ko00250
K15371	ko00250
K16871	ko00250
K17761	ko00250
K18309	ko00250
K18310	ko00250
K18311	ko00250
K19244	ko00250
K22457	ko00250
K23265	ko00250
K05551	ko00253
K05552	ko00253
K05553	ko00253
K12420	ko00253
K14244	ko00253
K14249	ko00253
K14250	ko00253
K14251	ko00253
K14252	ko00253
K14253	ko00253
K14254	ko00253
K14255	ko00253
K14256	ko00253
K14257	ko00253
K18221	ko00253
K21297	ko00253
K21301	ko00253
K01946	ko00254
K11262	ko00254
K15316	ko00254
K17643	ko00254
K17644	ko00254
K17645	ko00254
K17646	ko00254
K17647	ko00254
K17648	ko00254
K17649	ko00254
K17650	ko00254
K17651	ko00254
K17652	ko00254
K24438	ko00254
K24439	ko00254
K24440	ko00254
K24855	ko00254
K24856	ko00254
K24857	ko00254
K24858	ko00254
K00003	ko00260
K00018	ko00260
K00049	ko00260
K00058	ko00260
K00060	ko00260
K00090	ko00260
K00108	ko00260
K00130	ko00260
K00133	ko00260
K00273	ko00260
K00274	ko00260
K00276	ko00260
K00281	ko00260
K00282	ko00260
K00283	ko00260
K00301	ko00260
K00302	ko00260
K00303	ko00260
K00304	ko00260
K00305	ko00260
K00306	ko00260
K00309	ko00260
K00314	ko00260
K00315	ko00260
K00382	ko00260
K00479	ko00260
K00499	ko00260
K00542	ko00260
K00544	ko00260
K00552	ko00260
K00600	ko00260
K00605	ko00260
K00613	ko00260
K00639	ko00260
K00643	ko00260
K00827	ko00260
K00830	ko00260
K00831	ko00260
K00836	ko00260
K00865	ko00260
K00872	ko00260
K00928	ko00260
K00998	ko00260
K01079	ko00260
K01620	ko00260
K01694	ko00260
K01695	ko00260
K01696	ko00260
K01697	ko00260
K01733	ko00260
K01752	ko00260
K01753	ko00260
K01754	ko00260
K01758	ko00260
K01834	ko00260
K01837	ko00260
K02203	ko00260
K02204	ko00260
K02437	ko00260
K06001	ko00260
K06718	ko00260
K06720	ko00260
K08688	ko00260
K10150	ko00260
K10674	ko00260
K11440	ko00260
K11529	ko00260
K12235	ko00260
K12524	ko00260
K12525	ko00260
K12526	ko00260
K12972	ko00260
K13042	ko00260
K13290	ko00260
K13745	ko00260
K14085	ko00260
K14272	ko00260
K15633	ko00260
K15634	ko00260
K15635	ko00260
K15783	ko00260
K15784	ko00260
K15785	ko00260
K15786	ko00260
K15789	ko00260
K15893	ko00260
K15918	ko00260
K15919	ko00260
K16066	ko00260
K17103	ko00260
K17217	ko00260
K17755	ko00260
K17989	ko00260
K18896	ko00260
K18897	ko00260
K20498	ko00260
K20801	ko00260
K21832	ko00260
K21833	ko00260
K21834	ko00260
K22305	ko00260
K22982	ko00260
K24071	ko00260
K25220	ko00260
K25316	ko00260
K25317	ko00260
K25528	ko00260
K25960	ko00260
K25961	ko00260
K28205	ko00260
K00133	ko00261
K00215	ko00261
K00928	ko00261
K00955	ko00261
K00956	ko00261
K00957	ko00261
K00958	ko00261
K01714	ko00261
K05375	ko00261
K12524	ko00261
K12525	ko00261
K12526	ko00261
K13811	ko00261
K16421	ko00261
K16422	ko00261
K16423	ko00261
K19102	ko00261
K19103	ko00261
K19104	ko00261
K19105	ko00261
K19106	ko00261
K19107	ko00261
K19108	ko00261
K19109	ko00261
K19110	ko00261
K19111	ko00261
K19112	ko00261
K19113	ko00261
K00003	ko00270
K00016	ko00270
K00024	ko00270
K00025	ko00270
K00026	ko00270
K00058	ko00270
K00133	ko00270
K00456	ko00270
K00544	ko00270
K00547	ko00270
K00548	ko00270
K00549	ko00270
K00552	ko00270
K00558	ko00270
K00640	ko00270
K00641	ko00270
K00651	ko00270
K00772	ko00270
K00789	ko00270
K00797	ko00270
K00802	ko00270
K00811	ko00270
K00812	ko00270
K00813	ko00270
K00815	ko00270
K00816	ko00270
K00826	ko00270
K00827	ko00270
K00831	ko00270
K00832	ko00270
K00837	ko00270
K00838	ko00270
K00872	ko00270
K00899	ko00270
K00928	ko00270
K01011	ko00270
K01243	ko00270
K01244	ko00270
K01251	ko00270
K01505	ko00270
K01566	ko00270
K01611	ko00270
K01697	ko00270
K01738	ko00270
K01739	ko00270
K01740	ko00270
K01752	ko00270
K01758	ko00270
K01760	ko00270
K01761	ko00270
K01762	ko00270
K01767	ko00270
K01919	ko00270
K01920	ko00270
K03334	ko00270
K05396	ko00270
K05810	ko00270
K05933	ko00270
K05953	ko00270
K07173	ko00270
K08963	ko00270
K08964	ko00270
K08965	ko00270
K08966	ko00270
K08967	ko00270
K08968	ko00270
K08969	ko00270
K09758	ko00270
K09880	ko00270
K10150	ko00270
K10764	ko00270
K11204	ko00270
K11205	ko00270
K11358	ko00270
K12339	ko00270
K12524	ko00270
K12525	ko00270
K12526	ko00270
K12960	ko00270
K13034	ko00270
K13060	ko00270
K13061	ko00270
K13062	ko00270
K14155	ko00270
K14454	ko00270
K14455	ko00270
K16054	ko00270
K16843	ko00270
K16844	ko00270
K16845	ko00270
K16846	ko00270
K17069	ko00270
K17216	ko00270
K17217	ko00270
K17398	ko00270
K17399	ko00270
K17462	ko00270
K17950	ko00270
K17989	ko00270
K18284	ko00270
K19696	ko00270
K20021	ko00270
K20248	ko00270
K20249	ko00270
K20250	ko00270
K20772	ko00270
K21456	ko00270
K21623	ko00270
K22207	ko00270
K22846	ko00270
K22847	ko00270
K22954	ko00270
K22955	ko00270
K22956	ko00270
K22957	ko00270
K22968	ko00270
K23304	ko00270
K23370	ko00270
K23885	ko00270
K23975	ko00270
K23976	ko00270
K23977	ko00270
K24034	ko00270
K24042	ko00270
K25035	ko00270
K25316	ko00270
K25317	ko00270
K27857	ko00270
K28205	ko00270
K00020	ko00280
K00022	ko00280
K00128	ko00280
K00140	ko00280
K00149	ko00280
K00157	ko00280
K00166	ko00280
K00167	ko00280
K00186	ko00280
K00187	ko00280
K00188	ko00280
K00189	ko00280
K00248	ko00280
K00249	ko00280
K00253	ko00280
K00263	ko00280
K00271	ko00280
K00382	ko00280
K00626	ko00280
K00632	ko00280
K00822	ko00280
K00826	ko00280
K00827	ko00280
K01027	ko00280
K01028	ko00280
K01029	ko00280
K01640	ko00280
K01641	ko00280
K01692	ko00280
K01782	ko00280
K01825	ko00280
K01847	ko00280
K01848	ko00280
K01849	ko00280
K01907	ko00280
K01964	ko00280
K01965	ko00280
K01966	ko00280
K01968	ko00280
K01969	ko00280
K03334	ko00280
K05605	ko00280
K05606	ko00280
K05607	ko00280
K07250	ko00280
K07508	ko00280
K07509	ko00280
K07511	ko00280
K07513	ko00280
K07514	ko00280
K07515	ko00280
K08683	ko00280
K09478	ko00280
K09699	ko00280
K11263	ko00280
K11381	ko00280
K11410	ko00280
K11538	ko00280
K13524	ko00280
K13766	ko00280
K14085	ko00280
K15036	ko00280
K15037	ko00280
K18472	ko00280
K18660	ko00280
K18661	ko00280
K19312	ko00280
K22568	ko00280
K23146	ko00280
K27094	ko00280
K27095	ko00280
K00052	ko00290
K00053	ko00290
K00263	ko00290
K00826	ko00290
K00835	ko00290
K01649	ko00290
K01652	ko00290
K01653	ko00290
K01687	ko00290
K01702	ko00290
K01703	ko00290
K01704	ko00290
K01754	ko00290
K09011	ko00290
K11258	ko00290
K14260	ko00290
K17989	ko00290
K21359	ko00290
K21360	ko00290
K00003	ko00300
K00133	ko00300
K00143	ko00300
K00215	ko00300
K00290	ko00300
K00293	ko00300
K00674	ko00300
K00821	ko00300
K00825	ko00300
K00838	ko00300
K00841	ko00300
K00928	ko00300
K01439	ko00300
K01586	ko00300
K01655	ko00300
K01705	ko00300
K01714	ko00300
K01778	ko00300
K01798	ko00300
K01928	ko00300
K01929	ko00300
K03340	ko00300
K05822	ko00300
K05823	ko00300
K05824	ko00300
K05825	ko00300
K05827	ko00300
K05828	ko00300
K05829	ko00300
K05830	ko00300
K05831	ko00300
K10206	ko00300
K10977	ko00300
K10978	ko00300
K12524	ko00300
K12525	ko00300
K12526	ko00300
K14267	ko00300
K15792	ko00300
K16180	ko00300
K16181	ko00300
K16182	ko00300
K16792	ko00300
K16793	ko00300
K17450	ko00300
K17753	ko00300
K24034	ko00300
K25032	ko00300
K00022	ko00310
K00128	ko00310
K00135	ko00310
K00137	ko00310
K00149	ko00310
K00252	ko00310
K00290	ko00310
K00293	ko00310
K00306	ko00310
K00382	ko00310
K00468	ko00310
K00471	ko00310
K00473	ko00310
K00474	ko00310
K00626	ko00310
K00658	ko00310
K00824	ko00310
K00825	ko00310
K01034	ko00310
K01035	ko00310
K01041	ko00310
K01506	ko00310
K01582	ko00310
K01692	ko00310
K01782	ko00310
K01825	ko00310
K01843	ko00310
K01844	ko00310
K04462	ko00310
K06101	ko00310
K07250	ko00310
K07511	ko00310
K07514	ko00310
K07515	ko00310
K09186	ko00310
K09187	ko00310
K09188	ko00310
K09189	ko00310
K09251	ko00310
K11419	ko00310
K11420	ko00310
K11421	ko00310
K11422	ko00310
K11423	ko00310
K11424	ko00310
K11425	ko00310
K11426	ko00310
K11427	ko00310
K11428	ko00310
K11429	ko00310
K11430	ko00310
K11431	ko00310
K11432	ko00310
K11433	ko00310
K11703	ko00310
K13609	ko00310
K13645	ko00310
K13646	ko00310
K13647	ko00310
K14085	ko00310
K14157	ko00310
K14268	ko00310
K14959	ko00310
K15588	ko00310
K15736	ko00310
K15737	ko00310
K15791	ko00310
K17451	ko00310
K18011	ko00310
K18012	ko00310
K18013	ko00310
K18014	ko00310
K18201	ko00310
K18202	ko00310
K18494	ko00310
K18804	ko00310
K18826	ko00310
K18854	ko00310
K19743	ko00310
K20795	ko00310
K20796	ko00310
K21672	ko00310
K22410	ko00310
K22748	ko00310
K23385	ko00310
K23700	ko00310
K24034	ko00310
K24405	ko00310
K24406	ko00310
K24407	ko00310
K25316	ko00310
K25317	ko00310
K25986	ko00310
K26061	ko00310
K26062	ko00310
K26063	ko00310
K26064	ko00310
K26065	ko00310
K28522	ko00310
K00273	ko00311
K01060	ko00311
K01434	ko00311
K04126	ko00311
K04127	ko00311
K04128	ko00311
K10852	ko00311
K12743	ko00311
K12744	ko00311
K12745	ko00311
K12747	ko00311
K12748	ko00311
K17836	ko00311
K18062	ko00311
K19200	ko00311
K24041	ko00311
K00128	ko00330
K00137	ko00330
K00147	ko00330
K00149	ko00330
K00273	ko00330
K00274	ko00330
K00286	ko00330
K00294	ko00330
K00296	ko00330
K00316	ko00330
K00318	ko00330
K00472	ko00330
K00491	ko00330
K00542	ko00330
K00613	ko00330
K00657	ko00330
K00673	ko00330
K00797	ko00330
K00802	ko00330
K00811	ko00330
K00812	ko00330
K00813	ko00330
K00819	ko00330
K00824	ko00330
K00840	ko00330
K00931	ko00330
K00933	ko00330
K00934	ko00330
K01259	ko00330
K01426	ko00330
K01470	ko00330
K01473	ko00330
K01474	ko00330
K01476	ko00330
K01480	ko00330
K01484	ko00330
K01485	ko00330
K01581	ko00330
K01583	ko00330
K01584	ko00330
K01585	ko00330
K01611	ko00330
K01750	ko00330
K01777	ko00330
K02626	ko00330
K03343	ko00330
K03365	ko00330
K05526	ko00330
K05604	ko00330
K06447	ko00330
K08660	ko00330
K08687	ko00330
K08688	ko00330
K09123	ko00330
K09251	ko00330
K09470	ko00330
K09471	ko00330
K09472	ko00330
K09473	ko00330
K10536	ko00330
K10793	ko00330
K10794	ko00330
K11142	ko00330
K11182	ko00330
K11358	ko00330
K11394	ko00330
K12251	ko00330
K12252	ko00330
K12253	ko00330
K12254	ko00330
K12255	ko00330
K12256	ko00330
K12259	ko00330
K12657	ko00330
K13240	ko00330
K13241	ko00330
K13242	ko00330
K13366	ko00330
K13367	ko00330
K13427	ko00330
K13746	ko00330
K13747	ko00330
K13821	ko00330
K14085	ko00330
K14329	ko00330
K14454	ko00330
K14455	ko00330
K14755	ko00330
K17839	ko00330
K17851	ko00330
K18123	ko00330
K18384	ko00330
K19742	ko00330
K19743	ko00330
K21624	ko00330
K21639	ko00330
K21672	ko00330
K22548	ko00330
K22842	ko00330
K23121	ko00330
K23233	ko00330
K24034	ko00330
K24952	ko00330
K24953	ko00330
K24954	ko00330
K24955	ko00330
K25365	ko00330
K27001	ko00330
K27382	ko00330
K27502	ko00330
K27542	ko00330
K27545	ko00330
K27683	ko00330
K27684	ko00330
K28013	ko00330
K12673	ko00331
K12674	ko00331
K12675	ko00331
K12676	ko00331
K12677	ko00331
K00147	ko00332
K00931	ko00332
K18315	ko00332
K18316	ko00332
K18317	ko00332
K18318	ko00332
K18319	ko00332
K18537	ko00332
K18538	ko00332
K18539	ko00332
K18562	ko00332
K18563	ko00332
K18565	ko00332
K18566	ko00332
K18568	ko00332
K18569	ko00332
K18570	ko00332
K18571	ko00332
K18572	ko00332
K18582	ko00332
K18583	ko00332
K00059	ko00333
K00208	ko00333
K00645	ko00333
K21428	ko00333
K21778	ko00333
K21779	ko00333
K21780	ko00333
K21781	ko00333
K21782	ko00333
K21783	ko00333
K21784	ko00333
K21785	ko00333
K21786	ko00333
K21787	ko00333
K21788	ko00333
K21789	ko00333
K21790	ko00333
K21791	ko00333
K21792	ko00333
K21793	ko00333
K27675	ko00333
K00013	ko00340
K00128	ko00340
K00129	ko00340
K00149	ko00340
K00274	ko00340
K00546	ko00340
K00603	ko00340
K00765	ko00340
K00817	ko00340
K01089	ko00340
K01437	ko00340
K01458	ko00340
K01468	ko00340
K01479	ko00340
K01496	ko00340
K01523	ko00340
K01590	ko00340
K01663	ko00340
K01693	ko00340
K01712	ko00340
K01745	ko00340
K01814	ko00340
K02500	ko00340
K02501	ko00340
K02502	ko00340
K04486	ko00340
K05602	ko00340
K05603	ko00340
K05604	ko00340
K07008	ko00340
K08660	ko00340
K11182	ko00340
K11755	ko00340
K13990	ko00340
K14085	ko00340
K14152	ko00340
K14755	ko00340
K17363	ko00340
K18649	ko00340
K18911	ko00340
K18912	ko00340
K18913	ko00340
K19787	ko00340
K20246	ko00340
K20247	ko00340
K22437	ko00340
K24017	ko00340
K28842	ko00340
K00001	ko00350
K00055	ko00350
K00121	ko00350
K00129	ko00350
K00135	ko00350
K00146	ko00350
K00151	ko00350
K00157	ko00350
K00270	ko00350
K00274	ko00350
K00276	ko00350
K00422	ko00350
K00431	ko00350
K00450	ko00350
K00451	ko00350
K00455	ko00350
K00457	ko00350
K00483	ko00350
K00484	ko00350
K00501	ko00350
K00503	ko00350
K00505	ko00350
K00506	ko00350
K00545	ko00350
K00553	ko00350
K00811	ko00350
K00812	ko00350
K00813	ko00350
K00815	ko00350
K00817	ko00350
K00832	ko00350
K00838	ko00350
K01555	ko00350
K01557	ko00350
K01592	ko00350
K01593	ko00350
K01618	ko00350
K01668	ko00350
K01800	ko00350
K01801	ko00350
K01826	ko00350
K01827	ko00350
K02509	ko00350
K02510	ko00350
K03334	ko00350
K04072	ko00350
K05821	ko00350
K05921	ko00350
K07253	ko00350
K10219	ko00350
K10774	ko00350
K11358	ko00350
K13371	ko00350
K13372	ko00350
K13574	ko00350
K13951	ko00350
K13952	ko00350
K13953	ko00350
K13954	ko00350
K13980	ko00350
K14454	ko00350
K14455	ko00350
K15849	ko00350
K16163	ko00350
K16164	ko00350
K16165	ko00350
K16171	ko00350
K16901	ko00350
K16902	ko00350
K18606	ko00350
K18857	ko00350
K18933	ko00350
K20758	ko00350
K21425	ko00350
K22203	ko00350
K22327	ko00350
K22329	ko00350
K22330	ko00350
K23109	ko00350
K23470	ko00350
K23492	ko00350
K24287	ko00350
K25271	ko00350
K25272	ko00350
K28347	ko00350
K00055	ko00360
K00074	ko00360
K00129	ko00360
K00146	ko00360
K00270	ko00360
K00274	ko00360
K00276	ko00360
K00285	ko00360
K00457	ko00360
K00500	ko00360
K00529	ko00360
K00811	ko00360
K00812	ko00360
K00813	ko00360
K00815	ko00360
K00817	ko00360
K00824	ko00360
K00832	ko00360
K00838	ko00360
K01426	ko00360
K01593	ko00360
K01666	ko00360
K01692	ko00360
K01912	ko00360
K02554	ko00360
K02609	ko00360
K02610	ko00360
K02611	ko00360
K02612	ko00360
K02613	ko00360
K02614	ko00360
K02615	ko00360
K02618	ko00360
K03334	ko00360
K03782	ko00360
K03825	ko00360
K04073	ko00360
K05708	ko00360
K05709	ko00360
K05710	ko00360
K05711	ko00360
K05712	ko00360
K05713	ko00360
K05714	ko00360
K05821	ko00360
K07253	ko00360
K10437	ko00360
K10775	ko00360
K10797	ko00360
K11358	ko00360
K12732	ko00360
K13064	ko00360
K13371	ko00360
K13372	ko00360
K13574	ko00360
K14454	ko00360
K14455	ko00360
K15517	ko00360
K15849	ko00360
K15866	ko00360
K18355	ko00360
K18356	ko00360
K18357	ko00360
K18358	ko00360
K18359	ko00360
K18360	ko00360
K18361	ko00360
K18362	ko00360
K18363	ko00360
K18606	ko00360
K21795	ko00360
K22328	ko00360
K22427	ko00360
K23109	ko00360
K28353	ko00360
K00217	ko00361
K00446	ko00361
K00462	ko00361
K01061	ko00361
K01560	ko00361
K01561	ko00361
K01563	ko00361
K01856	ko00361
K01860	ko00361
K03268	ko00361
K03381	ko00361
K03391	ko00361
K04098	ko00361
K06912	ko00361
K07104	ko00361
K10676	ko00361
K15236	ko00361
K15237	ko00361
K15238	ko00361
K15239	ko00361
K15240	ko00361
K15241	ko00361
K15242	ko00361
K15243	ko00361
K15244	ko00361
K15245	ko00361
K15246	ko00361
K15253	ko00361
K16242	ko00361
K16243	ko00361
K16244	ko00361
K16245	ko00361
K16246	ko00361
K16249	ko00361
K16268	ko00361
K16269	ko00361
K18089	ko00361
K18090	ko00361
K21607	ko00361
K23529	ko00361
K24293	ko00361
K00074	ko00362
K00217	ko00362
K00252	ko00362
K00446	ko00362
K00448	ko00362
K00449	ko00362
K00481	ko00362
K00529	ko00362
K00626	ko00362
K00632	ko00362
K01031	ko00362
K01032	ko00362
K01055	ko00362
K01075	ko00362
K01607	ko00362
K01615	ko00362
K01617	ko00362
K01666	ko00362
K01692	ko00362
K01782	ko00362
K01821	ko00362
K01825	ko00362
K01856	ko00362
K01857	ko00362
K02554	ko00362
K03268	ko00362
K03381	ko00362
K03464	ko00362
K04073	ko00362
K04098	ko00362
K04100	ko00362
K04101	ko00362
K04105	ko00362
K04107	ko00362
K04108	ko00362
K04109	ko00362
K04110	ko00362
K04112	ko00362
K04113	ko00362
K04114	ko00362
K04115	ko00362
K04116	ko00362
K04117	ko00362
K04118	ko00362
K04755	ko00362
K05549	ko00362
K05550	ko00362
K05783	ko00362
K05784	ko00362
K07104	ko00362
K07516	ko00362
K07534	ko00362
K07535	ko00362
K07536	ko00362
K07537	ko00362
K07538	ko00362
K07539	ko00362
K07823	ko00362
K07824	ko00362
K10216	ko00362
K10217	ko00362
K10218	ko00362
K10219	ko00362
K10220	ko00362
K10221	ko00362
K10621	ko00362
K10622	ko00362
K13767	ko00362
K14333	ko00362
K14334	ko00362
K14727	ko00362
K15511	ko00362
K15512	ko00362
K15513	ko00362
K15514	ko00362
K15766	ko00362
K15767	ko00362
K16173	ko00362
K16242	ko00362
K16243	ko00362
K16244	ko00362
K16245	ko00362
K16246	ko00362
K16249	ko00362
K16268	ko00362
K16269	ko00362
K16514	ko00362
K16515	ko00362
K18089	ko00362
K18090	ko00362
K18364	ko00362
K18365	ko00362
K18366	ko00362
K19065	ko00362
K19066	ko00362
K19067	ko00362
K19515	ko00362
K19516	ko00362
K20458	ko00362
K20509	ko00362
K20941	ko00362
K20942	ko00362
K20943	ko00362
K20944	ko00362
K22270	ko00362
K22553	ko00362
K23351	ko00362
K23352	ko00362
K27499	ko00362
K27500	ko00362
K27540	ko00362
K27672	ko00362
K27673	ko00362
K27674	ko00362
K27848	ko00362
K28556	ko00362
K05913	ko00363
K14520	ko00363
K00217	ko00364
K01061	ko00364
K01721	ko00364
K01856	ko00364
K01860	ko00364
K03381	ko00364
K03391	ko00364
K05549	ko00364
K05550	ko00364
K05783	ko00364
K05784	ko00364
K08686	ko00364
K14417	ko00364
K14418	ko00364
K20806	ko00364
K20807	ko00364
K20808	ko00364
K20809	ko00364
K16873	ko00365
K16874	ko00365
K16875	ko00365
K16876	ko00365
K16877	ko00365
K16878	ko00365
K16879	ko00365
K16880	ko00365
K00022	ko00380
K00128	ko00380
K00149	ko00380
K00157	ko00380
K00252	ko00380
K00274	ko00380
K00382	ko00380
K00452	ko00380
K00453	ko00380
K00463	ko00380
K00466	ko00380
K00486	ko00380
K00502	ko00380
K00543	ko00380
K00562	ko00380
K00626	ko00380
K00658	ko00380
K00669	ko00380
K00816	ko00380
K00825	ko00380
K00837	ko00380
K00838	ko00380
K01237	ko00380
K01426	ko00380
K01432	ko00380
K01501	ko00380
K01556	ko00380
K01593	ko00380
K01667	ko00380
K01692	ko00380
K01721	ko00380
K01782	ko00380
K01825	ko00380
K03334	ko00380
K03392	ko00380
K03781	ko00380
K03782	ko00380
K04103	ko00380
K07130	ko00380
K07408	ko00380
K07409	ko00380
K07410	ko00380
K07511	ko00380
K07514	ko00380
K07515	ko00380
K10217	ko00380
K11182	ko00380
K11812	ko00380
K11813	ko00380
K11816	ko00380
K11817	ko00380
K11818	ko00380
K11819	ko00380
K11820	ko00380
K11821	ko00380
K11868	ko00380
K13066	ko00380
K14085	ko00380
K14263	ko00380
K14264	ko00380
K14265	ko00380
K14338	ko00380
K15067	ko00380
